,sign_holm_bonferroni,sign_sidak,sign_bonferroni,sign_lsu,sign_uncorr_0.01,sign_uncorr_0.05,sign_eff_0.05,sign_eff_0.1,sign_eff_0.15,chan_pair,band
24,0.0,0.0,0.0,0.06000000000000001,0.08,0.33999999999999997,0.30000000000000004,0.15999999999999998,0.12,Fp1/F8,delta
25,0.0,0.0,0.0,0.08,0.08,0.13999999999999999,0.13999999999999999,0.13999999999999999,0.12,Fz/C4,delta
26,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.1,0.1,0.08,0.06000000000000001,Fp1/Fp2,delta
27,0.0,0.0,0.0,0.04,0.08,0.16,0.12,0.12,0.08,C4/P3,delta
28,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,Fz/P4,delta
29,0.0,0.0,0.0,0.02,0.0,0.13999999999999999,0.13999999999999999,0.1,0.04,Fz/T5,delta
30,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,F4/O1,delta
31,0.0,0.0,0.0,0.12,0.2,0.38,0.36000000000000004,0.29999999999999993,0.2,P3/P4,delta
32,0.04,0.04,0.04,0.5599999999999999,0.6199999999999999,0.7,0.6799999999999999,0.6799999999999999,0.5999999999999999,O1/O2,delta
33,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.04,0.0,0.0,Fp2/Pz,delta
34,0.0,0.0,0.0,0.48,0.5,0.86,0.7799999999999999,0.6599999999999999,0.5399999999999999,Fp1/C3,delta
35,0.0,0.0,0.0,0.08,0.1,0.43999999999999995,0.39999999999999997,0.30000000000000004,0.15999999999999998,F4/T4,delta
36,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.02,0.02,T3/T4,delta
37,0.0,0.0,0.0,0.16,0.16,0.38,0.38,0.28,0.2,Cz/O2,delta
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/P4,delta
39,0.0,0.0,0.0,0.26000000000000006,0.2800000000000001,0.4600000000000001,0.4600000000000001,0.3400000000000001,0.3400000000000001,Fp2/Fz,delta
40,0.0,0.0,0.0,0.12,0.13999999999999999,0.3000000000000001,0.2800000000000001,0.19999999999999998,0.18,P3/T6,delta
41,0.0,0.0,0.0,0.26,0.26,0.5199999999999999,0.5599999999999999,0.33999999999999997,0.3,Fp2/T4,delta
42,0.0,0.0,0.0,0.06000000000000001,0.08,0.36,0.33999999999999997,0.26,0.1,Fz/T4,delta
43,0.0,0.0,0.0,0.04,0.04,0.24000000000000007,0.2,0.12,0.08,F7/Fz,delta
44,0.0,0.0,0.0,0.1,0.12,0.26000000000000006,0.24,0.15999999999999998,0.13999999999999999,F7/C3,delta
45,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.02,0.02,Fz/P3,delta
46,0.0,0.0,0.0,0.0,0.02,0.1,0.08,0.06000000000000001,0.04,F4/T3,delta
47,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,F4/P4,delta
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/T6,delta
49,0.0,0.0,0.0,0.02,0.06000000000000001,0.25999999999999995,0.2,0.1,0.08,F3/F8,delta
50,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,F7/T6,delta
51,0.0,0.0,0.0,0.02,0.02,0.06000000000000001,0.04,0.02,0.02,T3/T6,delta
52,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,Fp2/O2,delta
53,0.0,0.0,0.0,0.04,0.06000000000000001,0.28,0.24,0.12,0.06000000000000001,F7/F8,delta
54,0.0,0.0,0.0,0.04,0.04,0.3,0.32,0.19999999999999998,0.12,F4/C3,delta
55,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.02,0.02,F8/Pz,delta
56,0.0,0.0,0.0,0.04,0.12,0.37999999999999995,0.43999999999999995,0.31999999999999995,0.19999999999999998,C4/T4,delta
57,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.04,0.0,0.0,Fz/O2,delta
58,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.02,0.0,0.0,F8/T5,delta
59,0.0,0.0,0.0,0.02,0.02,0.1,0.06000000000000001,0.04,0.04,F8/P3,delta
60,0.0,0.0,0.0,0.0,0.0,0.08,0.06000000000000001,0.0,0.0,T5/O2,delta
61,0.0,0.0,0.0,0.04,0.06000000000000001,0.08,0.08,0.06000000000000001,0.04,Fp1/T4,delta
62,0.0,0.0,0.0,0.2,0.2,0.42000000000000004,0.38,0.3,0.16,F3/Fz,delta
63,0.0,0.0,0.0,0.0,0.02,0.12000000000000002,0.08,0.06000000000000001,0.02,Fp1/Pz,delta
64,0.0,0.0,0.0,0.26,0.26,0.43999999999999995,0.43999999999999995,0.38,0.32,Fp1/C4,delta
65,0.0,0.0,0.0,0.0,0.04,0.22000000000000003,0.16,0.12,0.04,T3/T5,delta
66,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.02,0.02,T5/P3,delta
67,0.0,0.0,0.0,0.04,0.04,0.15999999999999998,0.14,0.08,0.06000000000000001,Fp1/O2,delta
68,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.0,0.0,C4/T5,delta
69,0.0,0.0,0.0,0.02,0.02,0.16,0.13999999999999999,0.12,0.04,F4/F8,delta
70,0.0,0.0,0.0,0.02,0.02,0.08,0.04,0.02,0.02,F7/P4,delta
71,0.0,0.0,0.0,0.12,0.13999999999999999,0.24,0.24,0.19999999999999998,0.15999999999999998,Fz/Cz,delta
72,0.0,0.0,0.0,0.08,0.12,0.2800000000000001,0.22000000000000003,0.15999999999999998,0.12,Fp1/P3,delta
73,0.0,0.0,0.0,0.02,0.02,0.24,0.22000000000000003,0.08,0.04,F4/Pz,delta
74,0.0,0.0,0.0,0.0,0.02,0.06000000000000001,0.08,0.04,0.02,C4/P4,delta
75,0.0,0.0,0.0,0.22000000000000003,0.24000000000000005,0.5799999999999998,0.5199999999999999,0.42000000000000004,0.28,Fp2/Cz,delta
76,0.0,0.0,0.0,0.08,0.1,0.3,0.18,0.12,0.1,Fp1/T5,delta
77,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.08,0.02,0.0,P4/T6,delta
78,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06000000000000001,0.04,C3/Cz,delta
79,0.0,0.0,0.0,0.08,0.06000000000000001,0.18,0.12,0.1,0.08,F7/P3,delta
80,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.02,0.02,F8/Cz,delta
81,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.08,0.02,Cz/O1,delta
82,0.0,0.0,0.0,0.04,0.06000000000000001,0.1,0.1,0.08,0.08,T4/O1,delta
83,0.0,0.0,0.0,0.1,0.12,0.3,0.26,0.12,0.12,Pz/P4,delta
84,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.02,0.02,F7/T4,delta
85,0.0,0.0,0.0,0.0,0.04,0.12000000000000002,0.12000000000000002,0.06000000000000001,0.06000000000000001,T4/O2,delta
86,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.0,Fz/F8,delta
87,0.0,0.0,0.0,0.0,0.02,0.08,0.08,0.02,0.02,F8/T3,delta
88,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.08,0.0,Fp2/T3,delta
89,0.0,0.0,0.0,0.06000000000000001,0.08,0.26000000000000006,0.26000000000000006,0.18,0.1,Fp2/F3,delta
90,0.0,0.0,0.0,0.1,0.1,0.2800000000000001,0.24,0.13999999999999999,0.12,F3/T5,delta
91,0.0,0.0,0.0,0.02,0.02,0.04,0.04,0.02,0.02,Fp1/T6,delta
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/T6,delta
93,0.0,0.0,0.0,0.02,0.02,0.1,0.08,0.08,0.04,T3/O2,delta
94,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,F3/O2,delta
95,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,F7/Pz,delta
96,0.0,0.0,0.0,0.08,0.08,0.22000000000000003,0.2,0.15999999999999998,0.1,Cz/T6,delta
97,0.0,0.0,0.0,0.1,0.18,0.39999999999999997,0.38,0.3,0.26,Fz/C3,delta
98,0.02,0.02,0.02,0.39999999999999997,0.42000000000000004,0.7,0.6599999999999999,0.52,0.42000000000000004,Pz/O2,delta
99,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,F7/C4,delta
100,0.0,0.0,0.0,0.02,0.04,0.04,0.04,0.04,0.02,P3/Pz,delta
101,0.0,0.0,0.0,0.04,0.04,0.13999999999999999,0.16,0.08,0.04,C4/O2,delta
102,0.0,0.0,0.0,0.02,0.02,0.18,0.13999999999999999,0.08,0.04,T4/P4,delta
103,0.0,0.0,0.0,0.28,0.36000000000000004,0.6399999999999999,0.6199999999999999,0.52,0.4,P3/O2,delta
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/O1,delta
105,0.0,0.0,0.0,0.08,0.08,0.3,0.28,0.2,0.15999999999999998,Pz/T6,delta
106,0.0,0.0,0.0,0.08,0.08,0.19999999999999998,0.15999999999999998,0.13999999999999999,0.1,T3/Pz,delta
107,0.0,0.0,0.0,0.21999999999999997,0.25999999999999995,0.58,0.4800000000000001,0.42000000000000004,0.33999999999999997,F7/T3,delta
108,0.0,0.0,0.0,0.13999999999999999,0.13999999999999999,0.5399999999999999,0.41999999999999993,0.21999999999999997,0.16,F7/F3,delta
109,0.0,0.0,0.0,0.04,0.06000000000000001,0.16,0.16,0.13999999999999999,0.08,T4/T6,delta
110,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.04,0.02,0.0,Fp1/O1,delta
111,0.0,0.0,0.0,0.08,0.1,0.28,0.28,0.22000000000000003,0.18,Pz/O1,delta
112,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,C3/C4,delta
113,0.0,0.0,0.0,0.02,0.08,0.27999999999999997,0.27999999999999997,0.21999999999999997,0.12,F8/T4,delta
114,0.0,0.0,0.0,0.06000000000000001,0.1,0.26,0.3,0.19999999999999998,0.1,T3/Cz,delta
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/T6,delta
116,0.0,0.0,0.0,0.02,0.04,0.38,0.36,0.26000000000000006,0.13999999999999999,T3/P3,delta
117,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,C3/O1,delta
118,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.02,0.0,0.0,P4/O2,delta
119,0.0,0.0,0.0,0.04,0.04,0.08,0.08,0.06000000000000001,0.04,T4/T5,delta
120,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,T5/Pz,delta
121,0.0,0.0,0.0,0.19999999999999998,0.24000000000000005,0.48,0.5000000000000001,0.34,0.28,Fp1/F4,delta
122,0.0,0.0,0.0,0.42000000000000004,0.48,0.7,0.6199999999999999,0.54,0.45999999999999996,Fp2/C3,delta
123,0.0,0.0,0.0,0.02,0.02,0.06000000000000001,0.04,0.04,0.02,Fz/T6,delta
124,0.0,0.0,0.0,0.02,0.02,0.08,0.04,0.02,0.02,T4/P3,delta
125,0.0,0.0,0.0,0.02,0.02,0.19999999999999998,0.2,0.1,0.06000000000000001,F4/C4,delta
126,0.0,0.0,0.0,0.02,0.0,0.12,0.08,0.06000000000000001,0.0,C3/T4,delta
127,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,Cz/Pz,delta
128,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,F7/O2,delta
129,0.0,0.0,0.0,0.06000000000000001,0.08,0.19999999999999998,0.18,0.12,0.1,Fp2/P3,delta
130,0.02,0.02,0.02,0.43999999999999995,0.52,0.9200000000000002,0.8800000000000001,0.7999999999999999,0.7,Fp1/Fz,delta
131,0.0,0.0,0.0,0.08,0.12,0.24000000000000005,0.22000000000000003,0.15999999999999998,0.1,C3/O2,delta
132,0.0,0.0,0.0,0.02,0.02,0.02,0.04,0.02,0.02,C4/Pz,delta
133,0.02,0.02,0.02,0.2800000000000001,0.38,0.52,0.48,0.44000000000000006,0.4000000000000001,F3/T3,delta
134,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,F8/O2,delta
135,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,F3/O1,delta
136,0.0,0.0,0.0,0.02,0.02,0.06000000000000001,0.04,0.02,0.0,F4/T5,delta
137,0.0,0.0,0.0,0.0,0.0,0.12,0.13999999999999999,0.04,0.02,T5/O1,delta
138,0.0,0.0,0.0,0.18,0.19999999999999998,0.4,0.36,0.30000000000000004,0.22000000000000003,F3/Pz,delta
139,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.0,0.0,F3/T6,delta
140,0.0,0.0,0.0,0.12000000000000002,0.13999999999999999,0.45999999999999996,0.48,0.41999999999999993,0.24000000000000005,F3/Cz,delta
141,0.0,0.0,0.0,0.0,0.0,0.1,0.06000000000000001,0.0,0.0,Fp1/P4,delta
142,0.0,0.0,0.0,0.02,0.02,0.12,0.12,0.02,0.02,T3/C4,delta
143,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,F7/O1,delta
144,0.0,0.0,0.0,0.04,0.04,0.08,0.06000000000000001,0.06000000000000001,0.06000000000000001,C3/Pz,delta
145,0.0,0.0,0.0,0.02,0.02,0.04,0.04,0.04,0.04,T3/P4,delta
146,0.02,0.02,0.02,0.32,0.38000000000000006,0.7,0.6599999999999999,0.5799999999999998,0.42000000000000004,Fp2/F4,delta
147,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,C3/P3,delta
148,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.16,0.16,0.08,0.06000000000000001,C3/T6,delta
149,0.0,0.0,0.0,0.04,0.06000000000000001,0.1,0.1,0.1,0.06000000000000001,Fp2/F7,delta
150,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.0,Fz/O1,delta
151,0.0,0.0,0.0,0.08,0.08,0.24,0.24,0.18,0.1,F4/Cz,delta
152,0.0,0.0,0.0,0.02,0.02,0.18,0.12,0.12,0.08,T3/O1,delta
153,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.02,F4/P3,delta
154,0.0,0.0,0.0,0.04,0.06000000000000001,0.32,0.30000000000000004,0.2,0.14,Cz/T4,delta
155,0.0,0.0,0.0,0.06000000000000001,0.08,0.18,0.13999999999999999,0.08,0.08,T6/O1,delta
156,0.0,0.0,0.0,0.02,0.02,0.12,0.13999999999999999,0.06000000000000001,0.02,Fz/Pz,delta
157,0.0,0.0,0.0,0.1,0.16,0.33999999999999997,0.3,0.20000000000000004,0.16,F7/T5,delta
158,0.0,0.0,0.0,0.0,0.0,0.08,0.06000000000000001,0.02,0.0,F8/O1,delta
159,0.0,0.0,0.0,0.02,0.02,0.08,0.12,0.08,0.04,T4/Pz,delta
160,0.0,0.0,0.0,0.26,0.27999999999999997,0.39999999999999997,0.36,0.36,0.31999999999999995,Fz/T3,delta
161,0.04,0.04,0.04,0.22000000000000003,0.27999999999999997,0.48,0.42000000000000004,0.38,0.26,Fp1/Cz,delta
162,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.13999999999999999,0.08,0.06000000000000001,T5/P4,delta
163,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,C3/T5,delta
164,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,P3/O1,delta
165,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.02,0.0,Fp2/T5,delta
166,0.0,0.0,0.0,0.02,0.02,0.12,0.1,0.04,0.02,Fp2/P4,delta
167,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.0,0.0,F4/O2,delta
168,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,Cz/T5,delta
169,0.0,0.0,0.0,0.22000000000000003,0.27999999999999997,0.54,0.5,0.34,0.32,Fp2/C4,delta
170,0.0,0.0,0.0,0.0,0.0,0.08,0.06000000000000001,0.04,0.02,F8/C4,delta
171,0.0,0.0,0.0,0.15999999999999998,0.15999999999999998,0.4,0.34,0.24,0.15999999999999998,F3/F4,theta
172,0.0,0.0,0.0,0.02,0.02,0.04,0.04,0.02,0.02,C3/P4,theta
173,0.0,0.0,0.0,0.12,0.14,0.38,0.34,0.18,0.14,F7/F4,theta
174,0.0,0.0,0.0,0.02,0.06000000000000001,0.27999999999999997,0.38,0.24000000000000005,0.13999999999999999,F3/C3,theta
175,0.0,0.0,0.0,0.38,0.4,0.5999999999999999,0.5399999999999999,0.45999999999999996,0.4,Fp1/T3,theta
176,0.0,0.0,0.0,0.0,0.02,0.06000000000000001,0.06000000000000001,0.02,0.02,F3/P3,theta
177,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06000000000000001,0.06000000000000001,Cz/P4,theta
178,0.0,0.0,0.0,0.18,0.2,0.4600000000000001,0.36,0.32,0.22000000000000003,F3/C4,theta
179,0.0,0.0,0.0,0.0,0.04,0.22000000000000003,0.22000000000000003,0.16,0.06000000000000001,Cz/P3,theta
180,0.02,0.02,0.02,0.13999999999999999,0.12,0.3,0.27999999999999997,0.15999999999999998,0.13999999999999999,C4/T6,theta
181,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.0,F8/C3,theta
182,0.0,0.0,0.0,0.22000000000000003,0.24000000000000005,0.5799999999999998,0.52,0.42000000000000004,0.34,Fp1/F7,theta
183,0.0,0.0,0.0,0.0,0.02,0.13999999999999999,0.1,0.08,0.04,T3/C3,theta
184,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.02,0.0,T5/T6,theta
185,0.0,0.0,0.0,0.0,0.02,0.18,0.12,0.04,0.02,T6/O2,theta
186,0.0,0.0,0.0,0.30000000000000004,0.32000000000000006,0.5599999999999999,0.5,0.36,0.30000000000000004,Fz/F4,theta
187,0.02,0.02,0.02,0.6599999999999999,0.74,0.96,0.96,0.9199999999999999,0.86,Fp1/F3,theta
188,0.0,0.0,0.0,0.06000000000000001,0.1,0.24,0.2,0.13999999999999999,0.08,F3/T4,theta
189,0.0,0.0,0.0,0.0,0.0,0.12000000000000002,0.12000000000000002,0.08,0.02,Cz/C4,theta
190,0.0,0.0,0.0,0.04,0.04,0.12000000000000002,0.1,0.08,0.04,C4/O1,theta
191,0.0,0.0,0.0,0.04,0.06000000000000001,0.15999999999999998,0.18,0.13999999999999999,0.04,Fp2/F8,theta
192,0.0,0.0,0.0,0.08,0.1,0.2,0.18,0.16,0.1,F7/Cz,theta
193,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.02,0.0,F3/P4,theta
194,0.0,0.0,0.0,0.06000000000000001,0.1,0.21999999999999997,0.19999999999999998,0.14,0.1,P4/O1,theta
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/F8,theta
196,0.0,0.0,0.0,0.02,0.04,0.12,0.16,0.1,0.06000000000000001,Fz/C4,theta
197,0.0,0.0,0.0,0.08,0.15999999999999998,0.24000000000000005,0.22000000000000006,0.22000000000000006,0.13999999999999999,Fp1/Fp2,theta
198,0.0,0.0,0.0,0.0,0.02,0.08,0.06000000000000001,0.04,0.04,C4/P3,theta
199,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,Fz/P4,theta
200,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,Fz/T5,theta
201,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.04,0.02,F4/O1,theta
202,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.2,0.15999999999999998,0.12,0.06000000000000001,P3/P4,theta
203,0.1,0.1,0.1,0.36,0.44000000000000006,0.6199999999999999,0.6199999999999999,0.5199999999999999,0.42000000000000004,O1/O2,theta
204,0.0,0.0,0.0,0.06000000000000001,0.08,0.28,0.25999999999999995,0.19999999999999998,0.08,Fp2/Pz,theta
205,0.0,0.0,0.0,0.38,0.48,0.8399999999999999,0.82,0.74,0.5999999999999999,Fp1/C3,theta
206,0.0,0.0,0.0,0.04,0.04,0.24000000000000005,0.22000000000000003,0.15999999999999998,0.1,F4/T4,theta
207,0.0,0.0,0.0,0.02,0.02,0.04,0.04,0.02,0.02,T3/T4,theta
208,0.0,0.0,0.0,0.12,0.18,0.32000000000000006,0.20000000000000004,0.18,0.15999999999999998,Cz/O2,theta
209,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,F8/P4,theta
210,0.0,0.0,0.0,0.38,0.4,0.58,0.5599999999999999,0.4800000000000001,0.4600000000000001,Fp2/Fz,theta
211,0.0,0.0,0.0,0.08,0.14,0.25999999999999995,0.18,0.14,0.12,P3/T6,theta
212,0.0,0.0,0.0,0.13999999999999999,0.18,0.33999999999999997,0.33999999999999997,0.3,0.16,Fp2/T4,theta
213,0.0,0.0,0.0,0.04,0.04,0.18,0.2,0.13999999999999999,0.08,Fz/T4,theta
214,0.02,0.02,0.02,0.3,0.33999999999999997,0.6199999999999999,0.5799999999999998,0.45999999999999996,0.36000000000000004,F7/Fz,theta
215,0.0,0.0,0.0,0.04,0.04,0.26000000000000006,0.28,0.15999999999999998,0.08,F7/C3,theta
216,0.0,0.0,0.0,0.0,0.02,0.06000000000000001,0.04,0.04,0.02,Fz/P3,theta
217,0.0,0.0,0.0,0.06000000000000001,0.1,0.24,0.18,0.12000000000000002,0.1,F4/T3,theta
218,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.06000000000000001,0.04,0.0,F4/P4,theta
219,0.0,0.0,0.0,0.02,0.02,0.08,0.08,0.04,0.04,F8/T6,theta
220,0.0,0.0,0.0,0.02,0.02,0.06000000000000001,0.06000000000000001,0.02,0.02,F3/F8,theta
221,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.0,F7/T6,theta
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T3/T6,theta
223,0.0,0.0,0.0,0.0,0.02,0.06000000000000001,0.04,0.02,0.0,Fp2/O2,theta
224,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,F7/F8,theta
225,0.0,0.0,0.0,0.12,0.13999999999999999,0.4,0.4,0.3,0.13999999999999999,F4/C3,theta
226,0.0,0.0,0.0,0.0,0.02,0.12,0.12,0.06000000000000001,0.02,F8/Pz,theta
227,0.0,0.0,0.0,0.26,0.31999999999999995,0.66,0.6400000000000001,0.56,0.44000000000000006,C4/T4,theta
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/O2,theta
229,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.02,0.02,F8/T5,theta
230,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,F8/P3,theta
231,0.0,0.0,0.0,0.1,0.12,0.28,0.22000000000000003,0.16,0.12,T5/O2,theta
232,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,Fp1/T4,theta
233,0.0,0.0,0.0,0.34,0.4,0.6599999999999999,0.5999999999999999,0.48,0.42000000000000004,F3/Fz,theta
234,0.0,0.0,0.0,0.02,0.02,0.18,0.13999999999999999,0.1,0.02,Fp1/Pz,theta
235,0.0,0.0,0.0,0.28,0.3,0.6199999999999999,0.54,0.43999999999999995,0.38,Fp1/C4,theta
236,0.0,0.0,0.0,0.0,0.02,0.1,0.04,0.02,0.02,T3/T5,theta
237,0.0,0.0,0.0,0.0,0.0,0.04,0.06000000000000001,0.0,0.0,T5/P3,theta
238,0.0,0.0,0.0,0.02,0.02,0.12,0.04,0.04,0.04,Fp1/O2,theta
239,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,C4/T5,theta
240,0.0,0.0,0.0,0.1,0.08,0.24000000000000005,0.16,0.12,0.12,F4/F8,theta
241,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.0,0.0,0.0,F7/P4,theta
242,0.0,0.0,0.0,0.04,0.04,0.12,0.12,0.08,0.04,Fz/Cz,theta
243,0.0,0.0,0.0,0.1,0.13999999999999999,0.38,0.34,0.24,0.18,Fp1/P3,theta
244,0.0,0.0,0.0,0.02,0.02,0.13999999999999999,0.08,0.06000000000000001,0.02,F4/Pz,theta
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4/P4,theta
246,0.0,0.0,0.0,0.13999999999999999,0.18,0.44000000000000006,0.38,0.3,0.26,Fp2/Cz,theta
247,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,Fp1/T5,theta
248,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.0,P4/T6,theta
249,0.0,0.0,0.0,0.02,0.02,0.08,0.18,0.15999999999999998,0.06000000000000001,C3/Cz,theta
